(1782, 6.733459281567337)
(1783, 6.773102045113332)
(1784, 6.608520684716059)
(1785, 6.714516595887379)
(1786, 6.7663836260172046)
(1787, 6.846516116680056)
(1788, 6.810149708505287)
(1789, 6.892591975499647)
(1790, 6.679304816466152)
(1791, 6.645768531144898)
(1792, 6.739904531004789)
(1793, 6.800683427746744)
(1794, 6.736289633120621)
(1795, 6.757131744315291)
(1796, 6.738000987374847)
(1797, 6.704147905411914)
(1798, 6.723240582815601)
(1799, 6.780056423704046)
(1800, 6.7812929232177925)
(1801, 6.7282145096977395)
(1802, 6.839217377605798)
(1803, 6.7640484442938265)
(1804, 6.844209516324613)
(1805, 6.823637631782463)
(1806, 6.770870110841362)
(1807, 6.739095103766315)
(1808, 6.656004666837409)
(1809, 6.709000017605116)
(1810, 6.764252448888316)
(1811, 6.758904267630411)
(1812, 6.697459326876213)
(1813, 6.763198616026077)
(1814, 6.753725242401764)
(1815, 6.760395158978235)
(1816, 6.811859031880645)
(1817, 6.8099211817392415)
(1818, 6.854841400661802)
(1819, 6.790522998875002)
(1820, 6.79998340424127)
(1821, 6.8068315742256535)
(1822, 6.765371400804726)
(1823, 6.78150534571913)
(1824, 6.7326753818983605)
(1825, 6.808740521399248)
(1826, 6.816659275713174)
(1827, 6.862735258507357)
(1828, 6.8082090453166835)
(1829, 6.826218449499013)
(1830, 6.742075798709139)
(1831, 6.820985249561341)
(1832, 6.828830927409357)
(1833, 6.830993274327373)
(1834, 6.846014097856318)
(1835, 6.847682198557018)
(1836, 6.84955258110512)
(1837, 6.828160141973396)
(1838, 6.826213806767212)
(1839, 6.766309439763752)
(1840, 6.8431144497526075)
(1841, 6.843617661085746)
(1842, 6.814890335265824)
(1843, 6.821758894079382)
(1844, 6.802241913642994)
(1845, 6.82505862507395)
(1846, 6.837544383947452)
(1847, 6.841989655554445)
(1848, 6.849725409658073)
(1849, 6.862318680666962)
(1850, 6.86029296306142)
(1851, 6.842057558976504)
(1852, 6.839519059148691)
(1853, 6.8259609191360155)
(1854, 6.850911975712852)
(1855, 6.860725468000063)
(1856, 6.845701927209594)
(1857, 6.83966213551866)
(1858, 6.863943600056017)
(1859, 6.831743760152337)
(1860, 6.8331788888976694)
(1861, 6.80524563059196)
(1862, 6.819435651240071)
(1863, 6.801825956682414)
(1864, 6.814620561662039)
(1865, 6.811244746864143)
(1866, 6.824700033680083)
(1867, 6.822667448720649)
(1868, 6.801635106710934)
(1869, 6.759264472838)
(1870, 6.795825682268214)
(1871, 6.766164979425395)
(1872, 6.800733059686594)
(1873, 6.792022263922493)
(1874, 6.7862978343950875)
(1875, 6.804099742275601)
(1876, 6.7998381471934035)
(1877, 6.82167894618607)
(1878, 6.806116246294528)
(1879, 6.817504714669968)
(1880, 6.839020782385243)
(1881, 6.819245444782723)
(1882, 6.814104165361593)
(1883, 6.796509537581578)
(1884, 6.818911582027971)
(1885, 6.815371563693639)
(1886, 6.84086375792297)
(1887, 6.798496280280939)
(1888, 6.817253752032676)
(1889, 6.8228991520334406)
(1890, 6.834933320986692)
(1891, 6.789002758651629)
(1892, 6.804337162922525)
(1893, 6.811107540804598)
(1894, 6.818977488107777)
(1895, 6.813516388079247)
(1896, 6.817754371282729)
(1897, 6.800399960952647)
(1898, 6.829618370533428)
(1899, 6.787664506150839)
(1900, 6.811088751052563)
(1901, 6.809836719872604)
(1902, 6.822241401127786)
(1903, 6.803208730511399)
(1904, 6.801042470935463)
(1905, 6.840799184297734)
(1906, 6.820403603323614)
(1907, 6.850515263678943)
(1908, 6.837185733807345)
(1909, 6.8433752612600145)
(1910, 6.860967021751974)
(1911, 6.858001285639587)
(1912, 6.872154691043746)
(1913, 6.880366798386324)
(1914, 6.894975691688324)
(1915, 6.92392605194024)
(1916, 6.931547790775063)
(1917, 6.896895284689362)
(1918, 6.929891526490357)
(1919, 6.9371521694182885)
(1920, 6.92354783245409)
(1921, 6.939069896683414)
(1922, 6.917452042823278)
(1923, 6.896436718633744)
(1924, 6.9029716815379745)
(1925, 6.897699474989751)
(1926, 6.925240091193371)
(1927, 6.929548432661625)
(1928, 6.9521837123188)
(1929, 6.93828299025267)
(1930, 6.950697840149841)
(1931, 6.959070493449648)
(1932, 6.9755003470412165)
(1933, 6.984392400520455)
(1934, 6.994429874651527)
(1935, 6.987233737727879)
(1936, 6.994975734669299)
(1937, 7.003442567756101)
(1938, 7.014783447694884)
(1939, 7.041908533981886)
(1940, 7.060606940660902)
(1941, 7.072265295395596)
(1942, 7.058389978043988)
(1943, 7.041060388105322)
(1944, 7.034081932877293)
(1945, 7.030904255106794)
(1946, 7.025185121975861)
(1947, 7.047129142563921)
(1948, 7.070185253268477)
(1949, 7.0823309391664235)
(1950, 7.076621234522515)
(1951, 7.064273377986145)
(1952, 7.065556527142761)
(1953, 7.084286548238409)
(1954, 7.083932196286446)
(1955, 7.075899077062497)
(1956, 7.090073579431048)
(1957, 7.102851652261627)
(1958, 7.1139737649611625)
(1959, 7.1421012586206505)
(1960, 7.140067015245531)
(1961, 7.141365015001746)
(1962, 7.14857933057499)
(1963, 7.160667175006063)
(1964, 7.181535770895116)
(1965, 7.187400491621804)
(1966, 7.186027310716979)
(1967, 7.195021283560859)
(1968, 7.199012148023867)
(1969, 7.202577600069223)
(1970, 7.203553883881617)
(1971, 7.251756396808848)
(1972, 7.247963806157162)
(1973, 7.271792579769272)
(1974, 7.27914728581477)
(1975, 7.291666966900743)
(1976, 7.288376086534274)
(1977, 7.297230064206913)
(1978, 7.300826094179236)
(1979, 7.324745752859422)
(1980, 7.313857586967555)
(1981, 7.318727744699673)
(1982, 7.326003779410212)
(1983, 7.322314895086415)
(1984, 7.32923928883879)
(1985, 7.332358077792566)
(1986, 7.326324561096398)
(1987, 7.313277415407528)
(1988, 7.321856423483681)
(1989, 7.319867493576)
(1990, 7.329297959426062)
(1991, 7.314896177841266)
(1992, 7.324409930184203)
(1993, 7.321288845411691)
(1994, 7.331413429180458)
(1995, 7.332751952793397)
(1996, 7.326100228118379)
(1997, 7.325710951814957)
(1998, 7.331213153881604)
(1999, 7.320820706999666)
(2000, 7.2994616519268245)
(2001, 7.305946575170124)
(2002, 7.289115106941943)
(2003, 7.2649729827460225)
(2004, 7.235791450071175)
(2005, 7.254235008860418)
(2006, 7.2405292568066555)
(2007, 7.1962120354299)
(2008, 7.044845797644695)
