33963051	4	15
20074051	4	12
22970407	3	22
44717289	3	20
66359	3	19
56829789	3	16
43746289	3	15
42808944	3	14
35789954	3	13
21817293	3	13
21117016	3	12
33618730	3	12
46508832	3	12
56901790	3	12
24245373	3	12
29310415	3	11
37888455	3	11
21461145	3	11
37760103	3	11
24062414	3	10
19762637	3	10
41238038	3	10
29705063	3	10
33150742	3	10
52392050	3	10
19423702	3	10
27063180	3	10
29230125	3	10
35727362	3	10
25565693	2	37
35878868	2	36
28177589	2	35
21056267	2	31
19189691	2	31
41569890	2	30
30393686	2	29
52070869	2	28
28232622	2	27
21270775	2	26
45962857	2	25
20749032	2	24
24122910	2	24
23557691	2	24
22595479	2	24
44513107	2	23
38766845	2	23
19586158	2	22
26599447	2	22
27769222	2	22
36149838	2	22
72717523	2	22
33960953	2	21
31664071	2	21
19096197	2	20
35147905	2	20
49517046	2	20
61087837	2	20
45986602	2	20
34227379	2	20
20927364	2	19
24154421	2	19
46662420	2	19
31775775	2	19
32530296	2	19
24788440	2	18
31045692	2	18
20936971	2	18
27886047	2	18
34522009	2	18
57869835	2	18
103243	2	17
43622462	2	17
63569663	2	17
24235641	2	17
19338960	2	17
25923388	2	17
53937098	2	17
52648050	2	17
23359035	2	17
42210613	2	17
22439083	2	17
23258196	2	17
38897056	2	17
22424897	2	16
27360225	2	16
34930931	2	16
42358024	2	16
42809892	2	16
58094504	2	16
64828348	2	16
28931695	2	16
35017883	2	16
42074074	2	16
40203291	2	15
24294998	2	15
33259888	2	15
37722049	2	15
53264308	2	15
21640456	2	15
21997422	2	15
24317752	2	15
67631442	2	15
37943836	2	15
51539553	2	15
51880684	2	15
29286773	2	15
33627976	2	15
46329000	2	15
50907330	2	15
20706289	2	15
65644342	2	15
21403564	2	14
29203812	2	14
37950945	2	14
39262974	2	14
19461458	2	14
36898277	2	14
21578280	2	14
22543450	2	14
33590318	2	14
44068006	2	14
21805208	2	14
23217899	2	14
21361893	2	14
24458432	2	14
42126174	2	14
44127512	2	14
42110850	2	14
37661390	2	14
45350541	2	14
58339680	2	14
43646260	2	13
52361722	2	13
38505685	2	13
70497044	2	13
22299480	2	13
20372180	2	13
21768472	2	13
21810848	2	13
20399499	2	13
51962984	2	13
32772750	2	13
34062431	2	13
50909978	2	13
37121528	2	13
21384831	2	13
25276669	2	13
62965609	2	13
39309042	2	13
46447389	2	13
22940111	2	13
28249393	2	13
32977015	2	13
24869552	2	13
35737759	2	13
40076921	2	13
19691884	2	12
30627141	2	12
22469014	2	12
24693134	2	12
32448221	2	12
41990618	2	12
53313258	2	12
19468321	2	12
24956938	2	12
27075284	2	12
32519475	2	12
34605051	2	12
47509903	2	12
50358612	2	12
37011775	2	12
25908755	2	12
